record_no,index,seed,fundamental_freq,fundamental_amp,fundamental_phase,overtone_freqs,overtone_amps,overtone_phases,full_tone_adsr,full_tone_hold,full_tone_sustain_hold,chorus_delay,chorus_depth,chorus_rate,chorus_wet_level,filename,vanilla,chorus
595,297,1787,1046.5022612023945,0.25,0.5235987755982988,"[2093.004522404789, 3139.5067836071835, 4186.009044809578, 5232.511306011973, 6279.013567214367]","[0.75, 0.05, 0.9, 0.8, 0.25]","[3.141592653589793, 0.0, 1.0471975511965976, 1.0471975511965976, 2.0943951023931953]","[1200, 20, 400, 50, 300]",0.7,50,0,0,0,0,VNL_297_1787_1047.wav,1,0
596,297,1787,1046.5022612023945,0.25,0.5235987755982988,"[2093.004522404789, 3139.5067836071835, 4186.009044809578, 5232.511306011973, 6279.013567214367]","[0.75, 0.05, 0.9, 0.8, 0.25]","[3.141592653589793, 0.0, 1.0471975511965976, 1.0471975511965976, 2.0943951023931953]","[1200, 20, 400, 50, 300]",0.7,50,15,2,3,0.5,CHR_297_1787_1047.wav,0,1
597,298,1793,164.81377845643496,0.7000000000000001,0.0,"[329.6275569128699, 494.44133536930485, 659.2551138257398, 824.0688922821748, 988.8826707386097]","[0.9500000000000001, 0.25, 0.55, 0.7000000000000001, 0.0]","[0.0, 4.71238898038469, 4.71238898038469, 3.141592653589793, 4.1887902047863905]","[20, 20, 1000, 250, 300]",0.5,250,0,0,0,0,VNL_298_1793_165.wav,1,0
598,298,1793,164.81377845643496,0.7000000000000001,0.0,"[329.6275569128699, 494.44133536930485, 659.2551138257398, 824.0688922821748, 988.8826707386097]","[0.9500000000000001, 0.25, 0.55, 0.7000000000000001, 0.0]","[0.0, 4.71238898038469, 4.71238898038469, 3.141592653589793, 4.1887902047863905]","[20, 20, 1000, 250, 300]",0.5,250,3,4,3,0.5,CHR_298_1793_165.wav,0,1
599,299,1799,277.1826309768721,0.7000000000000001,1.5707963267948966,"[554.3652619537442, 831.5478929306162, 1108.7305239074883, 1385.9131548843604, 1663.0957858612323]","[0.15000000000000002, 0.75, 0.45, 0.75, 0.35000000000000003]","[0.5235987755982988, 0.0, 2.617993877991494, 4.71238898038469, 1.0471975511965976]","[0, 40, 1500, 200, 200]",0.6,200,0,0,0,0,VNL_299_1799_277.wav,1,0
600,299,1799,277.1826309768721,0.7000000000000001,1.5707963267948966,"[554.3652619537442, 831.5478929306162, 1108.7305239074883, 1385.9131548843604, 1663.0957858612323]","[0.15000000000000002, 0.75, 0.45, 0.75, 0.35000000000000003]","[0.5235987755982988, 0.0, 2.617993877991494, 4.71238898038469, 1.0471975511965976]","[0, 40, 1500, 200, 200]",0.6,200,20,1,3,0.5,CHR_299_1799_277.wav,0,1
601,300,1805,391.99543598174927,0.15000000000000002,1.0471975511965976,"[783.9908719634985, 1175.9863079452477, 1567.981743926997, 1959.9771799087464, 2351.9726158904955]","[0.15000000000000002, 0.8500000000000001, 0.8, 0.45, 0.5]","[5.235987755982988, 5.235987755982988, 2.0943951023931953, 2.617993877991494, 4.71238898038469]","[500, 0, 400, 20, 1000]",0.6,20,0,0,0,0,VNL_300_1805_392.wav,1,0
602,300,1805,391.99543598174927,0.15000000000000002,1.0471975511965976,"[783.9908719634985, 1175.9863079452477, 1567.981743926997, 1959.9771799087464, 2351.9726158904955]","[0.15000000000000002, 0.8500000000000001, 0.8, 0.45, 0.5]","[5.235987755982988, 5.235987755982988, 2.0943951023931953, 2.617993877991494, 4.71238898038469]","[500, 0, 400, 20, 1000]",0.6,20,30,5,4,0.5,CHR_300_1805_392.wav,0,1
603,301,1811,43.653528929125486,0.9,2.0943951023931953,"[87.30705785825097, 130.96058678737646, 174.61411571650194, 218.26764464562743, 261.9211735747529]","[0.8500000000000001, 0.0, 0.45, 0.1, 0.8500000000000001]","[1.0471975511965976, 0.0, 4.1887902047863905, 5.759586531581287, 2.617993877991494]","[300, 40, 300, 250, 1000]",0.5,250,0,0,0,0,VNL_301_1811_44.wav,1,0
604,301,1811,43.653528929125486,0.9,2.0943951023931953,"[87.30705785825097, 130.96058678737646, 174.61411571650194, 218.26764464562743, 261.9211735747529]","[0.8500000000000001, 0.0, 0.45, 0.1, 0.8500000000000001]","[1.0471975511965976, 0.0, 4.1887902047863905, 5.759586531581287, 2.617993877991494]","[300, 40, 300, 250, 1000]",0.5,250,10,9,1,0.5,CHR_301_1811_44.wav,0,1
605,302,1817,1661.2187903197805,0.65,3.141592653589793,"[3322.437580639561, 4983.656370959341, 6644.875161279122, 8306.093951598903, 9967.312741918682]","[0.75, 0.35000000000000003, 0.05, 0.45, 0.8500000000000001]","[5.759586531581287, 2.617993877991494, 1.0471975511965976, 1.0471975511965976, 4.71238898038469]","[500, 0, 500, 0, 1000]",0.7,0,0,0,0,0,VNL_302_1817_1661.wav,1,0
606,302,1817,1661.2187903197805,0.65,3.141592653589793,"[3322.437580639561, 4983.656370959341, 6644.875161279122, 8306.093951598903, 9967.312741918682]","[0.75, 0.35000000000000003, 0.05, 0.45, 0.8500000000000001]","[5.759586531581287, 2.617993877991494, 1.0471975511965976, 1.0471975511965976, 4.71238898038469]","[500, 0, 500, 0, 1000]",0.7,0,5,9,2,0.5,CHR_302_1817_1661.wav,0,1
607,303,1823,92.4986056779086,0.6,4.1887902047863905,"[184.9972113558172, 277.4958170337258, 369.9944227116344, 462.493028389543, 554.9916340674516]","[0.7000000000000001, 0.2, 0.55, 0.9, 0.4]","[1.5707963267948966, 1.5707963267948966, 4.71238898038469, 2.617993877991494, 2.617993877991494]","[1200, 40, 20, 150, 100]",0.5,150,0,0,0,0,VNL_303_1823_92.wav,1,0
608,303,1823,92.4986056779086,0.6,4.1887902047863905,"[184.9972113558172, 277.4958170337258, 369.9944227116344, 462.493028389543, 554.9916340674516]","[0.7000000000000001, 0.2, 0.55, 0.9, 0.4]","[1.5707963267948966, 1.5707963267948966, 4.71238898038469, 2.617993877991494, 2.617993877991494]","[1200, 40, 20, 150, 100]",0.5,150,3,4,2,0.5,CHR_303_1823_92.wav,0,1
609,304,1829,146.8323839587038,0.1,3.141592653589793,"[293.6647679174076, 440.4971518761114, 587.3295358348151, 734.1619197935189, 880.9943037522228]","[0.0, 0.2, 0.4, 0.9500000000000001, 0.55]","[4.71238898038469, 3.665191429188092, 4.1887902047863905, 0.0, 5.759586531581287]","[1200, 20, 0, 300, 200]",0.4,300,0,0,0,0,VNL_304_1829_147.wav,1,0
610,304,1829,146.8323839587038,0.1,3.141592653589793,"[293.6647679174076, 440.4971518761114, 587.3295358348151, 734.1619197935189, 880.9943037522228]","[0.0, 0.2, 0.4, 0.9500000000000001, 0.55]","[4.71238898038469, 3.665191429188092, 4.1887902047863905, 0.0, 5.759586531581287]","[1200, 20, 0, 300, 200]",0.4,300,1,9,3,0.5,CHR_304_1829_147.wav,0,1
611,305,1835,2637.02045530296,0.85,3.141592653589793,"[5274.04091060592, 7911.061365908879, 10548.08182121184, 13185.102276514799, 15822.122731817759]","[0.8, 0.75, 0.9500000000000001, 0.6000000000000001, 0.15000000000000002]","[5.759586531581287, 5.759586531581287, 2.0943951023931953, 2.0943951023931953, 5.759586531581287]","[1000, 40, 50, 200, 300]",0.6,200,0,0,0,0,VNL_305_1835_2637.wav,1,0
612,305,1835,2637.02045530296,0.85,3.141592653589793,"[5274.04091060592, 7911.061365908879, 10548.08182121184, 13185.102276514799, 15822.122731817759]","[0.8, 0.75, 0.9500000000000001, 0.6000000000000001, 0.15000000000000002]","[5.759586531581287, 5.759586531581287, 2.0943951023931953, 2.0943951023931953, 5.759586531581287]","[1000, 40, 50, 200, 300]",0.6,200,5,7,3,0.5,CHR_305_1835_2637.wav,0,1
613,306,1841,123.47082531403103,0.35,2.617993877991494,"[246.94165062806206, 370.4124759420931, 493.8833012561241, 617.3541265701551, 740.8249518841862]","[0.8, 0.25, 0.05, 0.7000000000000001, 0.25]","[0.0, 3.665191429188092, 5.759586531581287, 0.0, 1.5707963267948966]","[1500, 40, 0, 50, 400]",0.7,50,0,0,0,0,VNL_306_1841_123.wav,1,0
614,306,1841,123.47082531403103,0.35,2.617993877991494,"[246.94165062806206, 370.4124759420931, 493.8833012561241, 617.3541265701551, 740.8249518841862]","[0.8, 0.25, 0.05, 0.7000000000000001, 0.25]","[0.0, 3.665191429188092, 5.759586531581287, 0.0, 1.5707963267948966]","[1500, 40, 0, 50, 400]",0.7,50,1,7,2,0.5,CHR_306_1841_123.wav,0,1
615,307,1847,92.4986056779086,0.30000000000000004,4.1887902047863905,"[184.9972113558172, 277.4958170337258, 369.9944227116344, 462.493028389543, 554.9916340674516]","[0.6000000000000001, 0.8, 0.1, 0.75, 0.05]","[1.5707963267948966, 0.5235987755982988, 4.71238898038469, 3.141592653589793, 3.665191429188092]","[50, 40, 1500, 0, 0]",0.7,0,0,0,0,0,VNL_307_1847_92.wav,1,0
616,307,1847,92.4986056779086,0.30000000000000004,4.1887902047863905,"[184.9972113558172, 277.4958170337258, 369.9944227116344, 462.493028389543, 554.9916340674516]","[0.6000000000000001, 0.8, 0.1, 0.75, 0.05]","[1.5707963267948966, 0.5235987755982988, 4.71238898038469, 3.141592653589793, 3.665191429188092]","[50, 40, 1500, 0, 0]",0.7,0,15,1,3,0.5,CHR_307_1847_92.wav,0,1
617,308,1853,932.3275230361799,0.15000000000000002,3.141592653589793,"[1864.6550460723597, 2796.98256910854, 3729.3100921447194, 4661.637615180899, 5593.96513821708]","[0.45, 0.8, 0.6000000000000001, 0.1, 0.35000000000000003]","[0.5235987755982988, 0.0, 0.5235987755982988, 5.235987755982988, 5.759586531581287]","[1000, 0, 200, 100, 400]",0.7,100,0,0,0,0,VNL_308_1853_932.wav,1,0
618,308,1853,932.3275230361799,0.15000000000000002,3.141592653589793,"[1864.6550460723597, 2796.98256910854, 3729.3100921447194, 4661.637615180899, 5593.96513821708]","[0.45, 0.8, 0.6000000000000001, 0.1, 0.35000000000000003]","[0.5235987755982988, 0.0, 0.5235987755982988, 5.235987755982988, 5.759586531581287]","[1000, 0, 200, 100, 400]",0.7,100,2,2,3,0.5,CHR_308_1853_932.wav,0,1
619,309,1859,311.1269837220809,0.35,4.71238898038469,"[622.2539674441618, 933.3809511662428, 1244.5079348883237, 1555.6349186104046, 1866.7619023324855]","[0.45, 0.75, 0.30000000000000004, 0.9, 0.55]","[3.141592653589793, 2.0943951023931953, 5.235987755982988, 4.1887902047863905, 4.1887902047863905]","[1500, 40, 20, 100, 50]",0.5,100,0,0,0,0,VNL_309_1859_311.wav,1,0
620,309,1859,311.1269837220809,0.35,4.71238898038469,"[622.2539674441618, 933.3809511662428, 1244.5079348883237, 1555.6349186104046, 1866.7619023324855]","[0.45, 0.75, 0.30000000000000004, 0.9, 0.55]","[3.141592653589793, 2.0943951023931953, 5.235987755982988, 4.1887902047863905, 4.1887902047863905]","[1500, 40, 20, 100, 50]",0.5,100,20,9,3,0.5,CHR_309_1859_311.wav,0,1
621,310,1865,2637.02045530296,0.65,4.1887902047863905,"[5274.04091060592, 7911.061365908879, 10548.08182121184, 13185.102276514799, 15822.122731817759]","[0.9500000000000001, 0.4, 0.6000000000000001, 0.1, 0.25]","[3.665191429188092, 4.71238898038469, 5.759586531581287, 5.235987755982988, 3.141592653589793]","[1200, 20, 200, 100, 0]",0.7,100,0,0,0,0,VNL_310_1865_2637.wav,1,0
622,310,1865,2637.02045530296,0.65,4.1887902047863905,"[5274.04091060592, 7911.061365908879, 10548.08182121184, 13185.102276514799, 15822.122731817759]","[0.9500000000000001, 0.4, 0.6000000000000001, 0.1, 0.25]","[3.665191429188092, 4.71238898038469, 5.759586531581287, 5.235987755982988, 3.141592653589793]","[1200, 20, 200, 100, 0]",0.7,100,20,1,4,0.5,CHR_310_1865_2637.wav,0,1
623,311,1871,1975.533205024496,0.85,0.0,"[3951.066410048992, 5926.599615073488, 7902.132820097984, 9877.66602512248, 11853.199230146976]","[0.9, 0.9500000000000001, 0.35000000000000003, 0.5, 0.75]","[1.5707963267948966, 3.665191429188092, 4.71238898038469, 0.5235987755982988, 0.5235987755982988]","[500, 0, 1000, 100, 300]",0.7,100,0,0,0,0,VNL_311_1871_1976.wav,1,0
624,311,1871,1975.533205024496,0.85,0.0,"[3951.066410048992, 5926.599615073488, 7902.132820097984, 9877.66602512248, 11853.199230146976]","[0.9, 0.9500000000000001, 0.35000000000000003, 0.5, 0.75]","[1.5707963267948966, 3.665191429188092, 4.71238898038469, 0.5235987755982988, 0.5235987755982988]","[500, 0, 1000, 100, 300]",0.7,100,30,4,3,0.5,CHR_311_1871_1976.wav,0,1
625,312,1877,195.99771799087463,0.55,2.0943951023931953,"[391.99543598174927, 587.9931539726239, 783.9908719634985, 979.9885899543732, 1175.9863079452477]","[0.9500000000000001, 0.9500000000000001, 0.35000000000000003, 0.6000000000000001, 0.2]","[5.235987755982988, 2.617993877991494, 2.0943951023931953, 4.1887902047863905, 5.235987755982988]","[1200, 0, 100, 300, 200]",0.6,300,0,0,0,0,VNL_312_1877_196.wav,1,0
626,312,1877,195.99771799087463,0.55,2.0943951023931953,"[391.99543598174927, 587.9931539726239, 783.9908719634985, 979.9885899543732, 1175.9863079452477]","[0.9500000000000001, 0.9500000000000001, 0.35000000000000003, 0.6000000000000001, 0.2]","[5.235987755982988, 2.617993877991494, 2.0943951023931953, 4.1887902047863905, 5.235987755982988]","[1200, 0, 100, 300, 200]",0.6,300,25,6,1,0.5,CHR_312_1877_196.wav,0,1
627,313,1883,1479.9776908465376,0.55,0.5235987755982988,"[2959.955381693075, 4439.933072539613, 5919.91076338615, 7399.888454232688, 8879.866145079226]","[0.35000000000000003, 0.9, 0.45, 0.7000000000000001, 0.9]","[0.0, 0.0, 2.617993877991494, 5.235987755982988, 3.141592653589793]","[1000, 20, 200, 250, 400]",0.6,250,0,0,0,0,VNL_313_1883_1480.wav,1,0
628,313,1883,1479.9776908465376,0.55,0.5235987755982988,"[2959.955381693075, 4439.933072539613, 5919.91076338615, 7399.888454232688, 8879.866145079226]","[0.35000000000000003, 0.9, 0.45, 0.7000000000000001, 0.9]","[0.0, 0.0, 2.617993877991494, 5.235987755982988, 3.141592653589793]","[1000, 20, 200, 250, 400]",0.6,250,5,7,3,0.5,CHR_313_1883_1480.wav,0,1
629,314,1889,65.40639132514966,0.7000000000000001,5.759586531581287,"[130.8127826502993, 196.21917397544897, 261.6255653005986, 327.0319566257483, 392.43834795089793]","[0.6000000000000001, 0.05, 0.55, 0.9500000000000001, 0.45]","[0.5235987755982988, 4.1887902047863905, 5.235987755982988, 5.759586531581287, 4.71238898038469]","[400, 0, 500, 300, 400]",0.4,300,0,0,0,0,VNL_314_1889_65.wav,1,0
630,314,1889,65.40639132514966,0.7000000000000001,5.759586531581287,"[130.8127826502993, 196.21917397544897, 261.6255653005986, 327.0319566257483, 392.43834795089793]","[0.6000000000000001, 0.05, 0.55, 0.9500000000000001, 0.45]","[0.5235987755982988, 4.1887902047863905, 5.235987755982988, 5.759586531581287, 4.71238898038469]","[400, 0, 500, 300, 400]",0.4,300,30,4,3,0.5,CHR_314_1889_65.wav,0,1
631,315,1895,440.0,0.9,1.0471975511965976,"[880.0, 1320.0, 1760.0, 2200.0, 2640.0]","[0.0, 0.45, 0.6000000000000001, 0.8, 0.45]","[0.0, 5.759586531581287, 4.1887902047863905, 0.0, 3.665191429188092]","[400, 40, 400, 50, 1000]",0.5,50,0,0,0,0,VNL_315_1895_440.wav,1,0
632,315,1895,440.0,0.9,1.0471975511965976,"[880.0, 1320.0, 1760.0, 2200.0, 2640.0]","[0.0, 0.45, 0.6000000000000001, 0.8, 0.45]","[0.0, 5.759586531581287, 4.1887902047863905, 0.0, 3.665191429188092]","[400, 40, 400, 50, 1000]",0.5,50,5,2,4,0.5,CHR_315_1895_440.wav,0,1
633,316,1901,4186.009044809578,0.25,1.5707963267948966,"[8372.018089619156, 12558.027134428734, 16744.036179238312, 20930.04522404789, 25116.054268857468]","[0.75, 0.45, 0.2, 0.05, 0.8]","[2.617993877991494, 5.235987755982988, 0.0, 2.617993877991494, 5.759586531581287]","[1500, 40, 0, 100, 100]",0.6,100,0,0,0,0,VNL_316_1901_4186.wav,1,0
634,316,1901,4186.009044809578,0.25,1.5707963267948966,"[8372.018089619156, 12558.027134428734, 16744.036179238312, 20930.04522404789, 25116.054268857468]","[0.75, 0.45, 0.2, 0.05, 0.8]","[2.617993877991494, 5.235987755982988, 0.0, 2.617993877991494, 5.759586531581287]","[1500, 40, 0, 100, 100]",0.6,100,3,8,3,0.5,CHR_316_1901_4186.wav,0,1
635,317,1907,32.70319566257483,0.15000000000000002,3.665191429188092,"[65.40639132514966, 98.10958698772448, 130.8127826502993, 163.51597831287415, 196.21917397544897]","[0.25, 0.75, 0.15000000000000002, 0.30000000000000004, 0.35000000000000003]","[2.0943951023931953, 3.141592653589793, 5.235987755982988, 3.141592653589793, 1.0471975511965976]","[1200, 20, 100, 20, 300]",0.7,20,0,0,0,0,VNL_317_1907_33.wav,1,0
636,317,1907,32.70319566257483,0.15000000000000002,3.665191429188092,"[65.40639132514966, 98.10958698772448, 130.8127826502993, 163.51597831287415, 196.21917397544897]","[0.25, 0.75, 0.15000000000000002, 0.30000000000000004, 0.35000000000000003]","[2.0943951023931953, 3.141592653589793, 5.235987755982988, 3.141592653589793, 1.0471975511965976]","[1200, 20, 100, 20, 300]",0.7,20,4,8,1,0.5,CHR_317_1907_33.wav,0,1
637,318,1913,130.8127826502993,0.85,4.1887902047863905,"[261.6255653005986, 392.43834795089793, 523.2511306011972, 654.0639132514966, 784.8766959017959]","[0.4, 0.05, 0.55, 0.05, 0.8]","[1.0471975511965976, 3.665191429188092, 5.235987755982988, 5.759586531581287, 3.141592653589793]","[100, 20, 1500, 300, 50]",0.5,300,0,0,0,0,VNL_318_1913_131.wav,1,0
638,318,1913,130.8127826502993,0.85,4.1887902047863905,"[261.6255653005986, 392.43834795089793, 523.2511306011972, 654.0639132514966, 784.8766959017959]","[0.4, 0.05, 0.55, 0.05, 0.8]","[1.0471975511965976, 3.665191429188092, 5.235987755982988, 5.759586531581287, 3.141592653589793]","[100, 20, 1500, 300, 50]",0.5,300,4,7,1,0.5,CHR_318_1913_131.wav,0,1
639,319,1919,27.5,0.45000000000000007,2.617993877991494,"[55.0, 82.5, 110.0, 137.5, 165.0]","[0.8, 0.05, 0.35000000000000003, 0.1, 0.5]","[0.0, 0.0, 0.5235987755982988, 4.71238898038469, 0.5235987755982988]","[1200, 20, 100, 50, 500]",0.5,50,0,0,0,0,VNL_319_1919_28.wav,1,0
640,319,1919,27.5,0.45000000000000007,2.617993877991494,"[55.0, 82.5, 110.0, 137.5, 165.0]","[0.8, 0.05, 0.35000000000000003, 0.1, 0.5]","[0.0, 0.0, 0.5235987755982988, 4.71238898038469, 0.5235987755982988]","[1200, 20, 100, 50, 500]",0.5,50,30,5,4,0.5,CHR_319_1919_28.wav,0,1
641,320,1925,1046.5022612023945,0.45000000000000007,2.617993877991494,"[2093.004522404789, 3139.5067836071835, 4186.009044809578, 5232.511306011973, 6279.013567214367]","[0.9500000000000001, 0.05, 0.75, 0.45, 0.2]","[5.235987755982988, 0.5235987755982988, 5.759586531581287, 5.759586531581287, 1.0471975511965976]","[400, 20, 1000, 100, 300]",0.6,100,0,0,0,0,VNL_320_1925_1047.wav,1,0
642,320,1925,1046.5022612023945,0.45000000000000007,2.617993877991494,"[2093.004522404789, 3139.5067836071835, 4186.009044809578, 5232.511306011973, 6279.013567214367]","[0.9500000000000001, 0.05, 0.75, 0.45, 0.2]","[5.235987755982988, 0.5235987755982988, 5.759586531581287, 5.759586531581287, 1.0471975511965976]","[400, 20, 1000, 100, 300]",0.6,100,25,9,2,0.5,CHR_320_1925_1047.wav,0,1
643,321,1931,3951.066410048992,0.55,3.141592653589793,"[7902.132820097984, 11853.199230146976, 15804.265640195968, 19755.33205024496, 23706.398460293953]","[0.45, 0.2, 0.8500000000000001, 0.35000000000000003, 0.75]","[3.665191429188092, 1.5707963267948966, 4.71238898038469, 3.141592653589793, 0.0]","[300, 40, 1500, 20, 50]",0.7,20,0,0,0,0,VNL_321_1931_3951.wav,1,0
644,321,1931,3951.066410048992,0.55,3.141592653589793,"[7902.132820097984, 11853.199230146976, 15804.265640195968, 19755.33205024496, 23706.398460293953]","[0.45, 0.2, 0.8500000000000001, 0.35000000000000003, 0.75]","[3.665191429188092, 1.5707963267948966, 4.71238898038469, 3.141592653589793, 0.0]","[300, 40, 1500, 20, 50]",0.7,20,3,1,1,0.5,CHR_321_1931_3951.wav,0,1
645,322,1937,311.1269837220809,0.15000000000000002,4.71238898038469,"[622.2539674441618, 933.3809511662428, 1244.5079348883237, 1555.6349186104046, 1866.7619023324855]","[0.5, 0.4, 0.2, 0.55, 0.9]","[2.0943951023931953, 1.0471975511965976, 5.235987755982988, 4.1887902047863905, 1.0471975511965976]","[1200, 40, 200, 100, 400]",0.7,100,0,0,0,0,VNL_322_1937_311.wav,1,0
646,322,1937,311.1269837220809,0.15000000000000002,4.71238898038469,"[622.2539674441618, 933.3809511662428, 1244.5079348883237, 1555.6349186104046, 1866.7619023324855]","[0.5, 0.4, 0.2, 0.55, 0.9]","[2.0943951023931953, 1.0471975511965976, 5.235987755982988, 4.1887902047863905, 1.0471975511965976]","[1200, 40, 200, 100, 400]",0.7,100,25,3,3,0.5,CHR_322_1937_311.wav,0,1
647,323,1943,1244.5079348883237,0.55,4.71238898038469,"[2489.0158697766474, 3733.523804664971, 4978.031739553295, 6222.539674441618, 7467.047609329942]","[0.9, 0.45, 0.75, 0.45, 0.05]","[1.5707963267948966, 1.5707963267948966, 2.0943951023931953, 0.0, 4.71238898038469]","[20, 20, 1500, 250, 200]",0.6,250,0,0,0,0,VNL_323_1943_1245.wav,1,0
648,323,1943,1244.5079348883237,0.55,4.71238898038469,"[2489.0158697766474, 3733.523804664971, 4978.031739553295, 6222.539674441618, 7467.047609329942]","[0.9, 0.45, 0.75, 0.45, 0.05]","[1.5707963267948966, 1.5707963267948966, 2.0943951023931953, 0.0, 4.71238898038469]","[20, 20, 1500, 250, 200]",0.6,250,15,8,2,0.5,CHR_323_1943_1245.wav,0,1
649,324,1949,41.20344461410875,0.8,2.0943951023931953,"[82.4068892282175, 123.61033384232624, 164.813778456435, 206.01722307054374, 247.22066768465248]","[0.65, 0.30000000000000004, 0.8500000000000001, 0.65, 0.8500000000000001]","[2.0943951023931953, 0.5235987755982988, 4.71238898038469, 1.5707963267948966, 5.759586531581287]","[200, 40, 400, 200, 1000]",0.6,200,0,0,0,0,VNL_324_1949_41.wav,1,0
650,324,1949,41.20344461410875,0.8,2.0943951023931953,"[82.4068892282175, 123.61033384232624, 164.813778456435, 206.01722307054374, 247.22066768465248]","[0.65, 0.30000000000000004, 0.8500000000000001, 0.65, 0.8500000000000001]","[2.0943951023931953, 0.5235987755982988, 4.71238898038469, 1.5707963267948966, 5.759586531581287]","[200, 40, 400, 200, 1000]",0.6,200,3,3,2,0.5,CHR_324_1949_41.wav,0,1
